No,Site_ID,Site,Lat,Long,Date,Time,Monitor_ID,Monitor,Participants,Weather,Land Use,Turbidity_NTU,WaterTemp_C,DissolvedOxygen_ppm,pH,AirTemp_C,Salinity_ppt,Nitrates_ppm,Litter_lbs,Most_Abundant_Litter,Most_Abundant_Species,Species_Found,Wind_Speed_mph,Wind_Direction
144,5,Sweetwater Organic Farm,27.999183,-82.560341,10/14/13,1:30:00 PM,7,St. Stephen's Episcopal School,,CLEAR,AGRICULTURAL,19,28.2,3.1,6.69,24.4,0.2,1.9,,,,,0,
145,6,Crystal River,28.895042,-82.595045,10/16/13,10:00:00 AM,7,St. Stephen's Episcopal School,,PARTLY CLOUDY,RESIDENTIAL,14.7,23.6,6.6,8.2,23.6,0.2,7.6,,,,,0,
146,7,Rainbow River,29.086979,-82.428682,10/16/13,2:30:00 PM,7,St. Stephen's Episcopal School,,CLEAR,PARK,,24.3,8.1,8.23,31.3,0.2,7.2,,,,,0,
147,2,Fort De Soto North Beach,27.635809,-82.738715,10/17/13,11:20:00 AM,7,St. Stephen's Episcopal School,,CLEAR,PARK,5.7,27.3,7.6,8.52,28.5,,58.8,,,,,2,
148,2,Fort De Soto North Beach,27.635809,-82.738715,10/17/13,11:20:00 AM,7,St. Stephen's Episcopal School,,CLEAR,PARK,11.8,27.8,7.4,8.4,27.5,28.2,47.7,,,,19,2,
149,2,Fort De Soto North Beach,27.635809,-82.738715,10/21/13,11:15:00 AM,5008,Madeira Beach Fundamental,,PARTLY CLOUDY,PARK,2.5,27,5.9,8.14,27.4,,,6,,,25,0,
150,2,Fort De Soto North Beach,27.635809,-82.738715,10/21/13,10:15:00 AM,5008,Madeira Beach Fundamental,,CLEAR,PARK,19.5,27.2,4.6,8.14,27.5,,,1,,,15,0,
151,2,Fort De Soto North Beach,27.635809,-82.738715,10/22/13,10:15:00 AM,5008,Madeira Beach Fundamental,,CLEAR,PARK,7.3,27.1,5.3,,27.7,29,65.2,1,,,15,6,
152,2,Fort De Soto North Beach,27.635809,-82.738715,10/22/13,11:30:00 AM,5008,Madeira Beach Fundamental,,CLEAR,PARK,4.9,27.2,5.9,8.27,28.9,28.6,68.3,3,,,19,6,SW
153,1,Coquina Bayside,27.448247,-82.68879,10/28/13,12:00:00 PM,118,Abel Elementary School,,CLEAR,PARK,28.8,22.5,8.9,,24.4,25.2,41.1,1,,,15,10,
154,1,Coquina Bayside,27.448247,-82.68879,10/28/13,9:45:00 AM,118,Abel Elementary School,,CLEAR,PARK,23.9,20.9,6.5,,22.2,25.9,12,1,,,12,10,NE
155,1,Coquina Bayside,27.448247,-82.68879,10/29/13,10:00:00 AM,118,Abel Elementary School,,CLEAR,PARK,18.1,23.2,6.8,8.2,22.9,24,42.2,3.5,,,15,10,
156,1,Coquina Bayside,27.448247,-82.68879,10/29/13,12:50:00 PM,118,Abel Elementary School,,CLEAR,PARK,19.5,23.5,8.8,,,24.3,30.8,5,,,19,10,
157,1,Coquina Bayside,27.448247,-82.68879,10/30/13,9:30:00 AM,118,Abel Elementary School,,CLEAR,PARK,22.3,22.7,5.7,8.03,22.5,24.4,42,15,,,15,6,NE
158,1,Coquina Bayside,27.448247,-82.68879,10/30/13,12:45:00 PM,118,Abel Elementary School,,CLEAR,PARK,20.8,24.2,6,,25.4,24.4,32.5,1.5,,,15,6,NE
159,2,Fort De Soto North Beach,27.635809,-82.738715,11/5/13,12:10:00 PM,5003,Lakeview Fundamental Elementary School,,CLEAR,PARK,,24,7.9,,25,31,15,3,,,14,15,
160,2,Fort De Soto North Beach,27.635809,-82.738715,11/5/13,11:20:00 AM,5003,Lakeview Fundamental Elementary School,,CLEAR,PARK,,23.1,9.2,,28.3,32.2,47.1,1,,,15,7,
161,2,Fort De Soto North Beach,27.635809,-82.738715,11/7/13,12:30:00 PM,3,WS HAB,,CLEAR,PARK,,,,,,,,,,,11,,
162,2,Fort De Soto North Beach,27.635809,-82.738715,11/7/13,10:00:00 AM,3,WS HAB,,,PARK,,,,,,,,5,CIGARETTE BUTTS,,14,,
163,2,Fort De Soto North Beach,27.635809,-82.738715,11/15/13,10:30:00 AM,8,Pasadena Fundamental Elementary School,,CLOUDY,PARK,50.6,20.1,8.8,,20.8,37.3,41.6,4.5,,,24,10,NE
164,2,Fort De Soto North Beach,27.635809,-82.738715,11/15/13,12:00:00 PM,8,Pasadena Fundamental Elementary School,,CLOUDY,PARK,51.9,20,7.1,,21.5,37.7,34.3,1,,,15,10,NE
165,1,Coquina Bayside,27.448247,-82.68879,12/5/13,10:30:00 AM,118,Abel Elementary School,,CLEAR,PARK,23.3,23.7,10.7,8.7,24.2,37,41.5,9,,,23,10,
166,1,Coquina Bayside,27.448247,-82.68879,12/5/13,12:00:00 PM,118,Abel Elementary School,,CLEAR,PARK,16.2,23.5,9,8.7,25.2,36,50,3,,,21,2,
167,1,Coquina Bayside,27.448247,-82.68879,12/6/13,10:30:00 AM,118,Abel Elementary School,,CLEAR,PARK,11.7,23.9,10.9,8.4,23,35,39.5,5,,,19,10,
168,1,Coquina Bayside,27.448247,-82.68879,12/6/13,12:30:00 PM,118,Abel Elementary School,,CLEAR,PARK,15,24.9,9.7,8.4,25.8,34.3,43.2,0.5,,,17,2,E
169,1,Coquina Bayside,27.448247,-82.68879,1/27/14,12:10:00 PM,160,Palma Sola Elementary,,CLEAR,PARK,,18.8,11.8,8.94,17.9,35.7,70.1,5,,,13,14,SSW
170,3,Fort De Soto East Beach,27.624233,-82.707601,2/5/14,1:45:00 PM,4,WS SIM,,PARTLY CLOUDY,PARK,70.4,21.2,7.6,7.7,26,35.5,65.7,2,,,20,5,SE
171,3,Fort De Soto East Beach,27.624233,-82.707601,2/18/14,3:05:00 PM,4,WS SIM,,CLEAR,PARK,19.5,24.3,8.9,,24.6,35.7,43.5,2,,,13,2,
172,4,Myakka River,27.264133,-82.288457,3/7/14,11:00:00 AM,26,Duette Elementary School,,CLOUDY,PARK,77,22,6.9,,20,,11.7,,,,,10,
173,3,Fort De Soto East Beach,27.624233,-82.707601,3/10/14,12:50:00 PM,10,Discovery Academy of Lake Alfred,,CLEAR,PARK,23.3,23.7,10.7,8.7,24.2,37,41.5,9,,,13,10,
174,3,Fort De Soto East Beach,27.624233,-82.707601,3/10/14,12:00:00 PM,10,Discovery Academy of Lake Alfred,,CLEAR,PARK,33.4,27.7,9.3,8.67,27.3,34.3,16.5,1,CIGARETTE BUTTS,,13,7,SW
175,3,Fort De Soto East Beach,27.624233,-82.707601,3/12/14,11:00:00 AM,10,Discovery Academy of Lake Alfred,,RAIN,PARK,,,,,,,,2.5,,,13,,
176,3,Fort De Soto East Beach,27.624233,-82.707601,3/12/14,12:00:00 PM,10,Discovery Academy of Lake Alfred,,CLEAR,PARK,,,,,,,,1,,Arrow Shrimp,9,,
177,3,Fort De Soto East Beach,27.624233,-82.707601,3/12/14,1:00:00 PM,10,Discovery Academy of Lake Alfred,,PARTLY CLOUDY,PARK,,,,,,,,4,,Gulf Shrimp,13,,SE
178,3,Fort De Soto East Beach,27.624233,-82.707601,3/19/14,2:30:00 PM,3,WS HAB,,CLEAR,PARK,36.7,22,8.9,7.8,21.4,37.2,,2,,,25,5,SE
179,3,Fort De Soto East Beach,27.624233,-82.707601,3/19/14,2:30:00 PM,3,WS HAB,,CLEAR,PARK,36.7,22,8.9,7.8,21.4,37.2,,3,,,13,5,SE
180,1,Coquina Bayside,27.448247,-82.68879,3/20/14,9:40:00 AM,118,Abel Elementary School,,CLEAR,PARK,25.5,20,7.8,6.7,20,37,54,12,Metal,Pinfish,24,5,
181,1,Coquina Bayside,27.448247,-82.68879,3/20/14,12:30:00 PM,118,Abel Elementary School,,PARTLY CLOUDY,PARK,27.2,20.2,,,21,35.8,54.7,7,CIGARETTE BUTTS,Arrow Shrimp,31,10,
182,3,Fort De Soto East Beach,27.624233,-82.707601,3/21/14,11:30:00 AM,10,Discovery Academy of Lake Alfred,,CLEAR,PARK,,,,,,,,1,CIGARETTE BUTTS,,18,5,
183,3,Fort De Soto East Beach,27.624233,-82.707601,3/21/14,12:30:00 PM,10,Discovery Academy of Lake Alfred,,CLEAR,PARK,,,,,,,,1,Paper,"Arrow Shrimp, Tongue Fish",18,5,
184,3,Fort De Soto East Beach,27.624233,-82.707601,3/27/14,10:30:00 AM,27,Durant High School,,CLOUDY,PARK,,16.5,8.5,8.19,15.9,37.7,47.2,9.5,CIGARETTE BUTTS,Pinfish,11,10,SE
185,3,Fort De Soto East Beach,27.624233,-82.707601,3/27/14,,27,Durant High School,,CLOUDY,PARK,36,17.2,9.2,7.95,17.7,37.5,36.6,7.5,plastic,Arrow Shrimp,13,10,
186,3,Fort De Soto East Beach,27.624233,-82.707601,3/31/14,,5013,Walsingham,,CLOUDY,PARK,60.3,19.9,28.2,,20.8,38.2,41.2,5,CIGARETTE BUTTS,Arrow Shrimp,8,3,SW
187,3,Fort De Soto East Beach,27.624233,-82.707601,3/31/14,10:00:00 AM,5013,Walsingham,,PARTLY CLOUDY,PARK,58.4,18.6,8.8,,19.6,37.9,38.4,12,CIGARETTE BUTTS,,19,3,SW
188,3,Fort De Soto East Beach,27.624233,-82.707601,4/1/14,9:20:00 AM,5013,Walsingham,,CLEAR,PARK,47.5,20.1,8.2,7.5,23.2,38,33.2,3,plastic,Pinfish,13,5,
189,3,Fort De Soto East Beach,27.624233,-82.707601,4/1/14,10:15:00 AM,5013,Walsingham,,CLEAR,PARK,,19.1,8,,22.2,,34.2,6,Glass,Pinfish,16,2,SW
190,2,Fort De Soto North Beach,27.635809,-82.738715,4/2/14,,4,WS SIM,,,PARK,,,,,,,,2,CIGARETTE BUTTS,Arrow Shrimp,17,,
191,3,Fort De Soto East Beach,27.624233,-82.707601,4/3/14,11:50:00 AM,28,Thames Group,,CLEAR,PARK,42,22.6,8.7,8.05,24.5,36.2,23.7,1.5,,,15,10,SW
192,3,Fort De Soto East Beach,27.624233,-82.707601,4/4/14,1:30:00 PM,10,Discovery Academy of Lake Alfred,,PARTLY CLOUDY,PARK,46.8,24.1,7.5,,27,36.2,34.2,6,plastic,Arrow Shrimp,19,15,SW
193,3,Fort De Soto East Beach,27.624233,-82.707601,4/7/14,11:45:00 AM,9,New Heights Elementary,,PARTLY CLOUDY,PARK,27.4,25,7.2,,25,36.7,31.3,3.5,plastic,Lettered Olive,6,10,
194,2,Fort De Soto North Beach,27.635809,-82.738715,4/7/14,10:45:00 AM,9,New Heights Elementary,,PARTLY CLOUDY,PARK,27.5,23.4,7.5,7.6,25.4,36.7,39.3,4.5,CIGARETTE BUTTS,Pinfish,14,16,
195,4,Myakka River,27.264133,-82.288457,4/10/14,1:20:00 PM,11,The King's Academy,,CLEAR,PARK,26.9,25.2,7.42,6.92,29,0.3,44,,,,,,
196,4,Myakka River,27.264133,-82.288457,4/10/14,12:30:00 PM,11,The King's Academy,,CLEAR,PARK,27,25.9,8.8,6.01,27,0.5,30.3,,,,,,
197,3,Fort De Soto East Beach,27.624233,-82.707601,4/11/14,1:00:00 PM,11,The King's Academy,,CLEAR,PARK,34,23.6,10.9,,23.8,35.4,55.1,7,CIGARETTE BUTTS,Pinfish,30,,
198,3,Fort De Soto East Beach,27.624233,-82.707601,4/11/14,11:30:00 AM,11,The King's Academy,,CLEAR,PARK,,22,8.7,,23,37.5,47.3,4,CIGARETTE BUTTS,Arrow Shrimp,18,10,
199,3,Fort De Soto East Beach,27.624233,-82.707601,4/14/14,12:30:00 PM,10,Discovery Academy of Lake Alfred,,,PARK,,,,,,,,3.5,CIGARETTE BUTTS,Pinfish,12,,
200,3,Fort De Soto East Beach,27.624233,-82.707601,4/14/14,11:00:00 AM,10,Discovery Academy of Lake Alfred,,,PARK,,,,,,,,8,CIGARETTE BUTTS,Barnacles,16,,
201,2,Fort De Soto North Beach,27.635809,-82.738715,4/17/14,12:00:00 PM,29,Safety Harbor Montessori School,,PARTLY CLOUDY,PARK,20,24.3,7,,24.4,38.3,70.1,8,CIGARETTE BUTTS,,27,13,ENE
202,2,Fort De Soto North Beach,27.635809,-82.738715,4/18/14,11:00:00 AM,4,WS SIM,,CLOUDY,PARK,13,22.5,5.5,,24,37.2,70,,,Pinfish,27,10,ENE
203,2,Fort De Soto North Beach,27.635809,-82.738715,4/22/14,10:00:00 AM,4,WS SIM,,,PARK,,,,,,,,9,plastic,Arrow Shrimp,19,,
204,5,Sweetwater Organic Farm,27.999183,-82.560341,4/22/14,7:00:00 PM,12,WS OE,,,AGRICULTURAL,79,20.4,4.4,6.42,21.7,0.2,2.4,,,,,10,
205,3,Fort De Soto East Beach,27.624233,-82.707601,4/23/14,9:00:00 AM,3,WS HAB,,,PARK,,,,,,,,,,,14,,
206,4,Myakka River,27.264133,-82.288457,4/23/14,1:46:00 PM,13,Tampa Day School,,CLEAR,PARK,32.5,30.6,7.4,6.35,40,0.3,21.7,,,,,,
207,4,Myakka River,27.264133,-82.288457,4/23/14,12:00:00 PM,30,Atala Montessori School for Creative Expression,,CLEAR,PARK,29.9,25.9,8.7,6.2,32.8,0.3,8.1,,,,,,
208,3,Fort De Soto East Beach,27.624233,-82.707601,4/24/14,1:00:00 PM,13,Tampa Day School,,CLEAR,PARK,14.2,25.6,8.7,7.58,25.4,36.3,67.4,3,styrofoam,pinfish,15,2,S
209,3,Fort De Soto East Beach,27.624233,-82.707601,4/24/14,12:00:00 PM,30,Atala Montessori School for Creative Expression,,CLEAR,PARK,35.7,23.8,8,7.2,24,37.4,67.2,3.5,CIGARETTE BUTTS,,20,5,
210,6,Crystal River,28.895042,-82.595045,4/25/14,10:45:00 AM,13,Tampa Day School,,PARTLY CLOUDY,RESIDENTIAL,11.6,23.7,6.5,7.46,25.5,0.4,54.2,,,,,3,SW
211,7,Rainbow River,29.086979,-82.428682,4/25/14,10:45:00 AM,13,Tampa Day School,,PARTLY CLOUDY,PARK,6.8,24.1,8.4,8.01,27.2,0.2,54.4,,,,,3,SW
212,3,Fort De Soto East Beach,27.624233,-82.707601,4/28/14,3:30:00 PM,14,Montgomery,,CLEAR,PARK,,29,11,,29,34.3,72,,,Arrow Shrimp,14,,
213,4,Myakka River,27.264133,-82.288457,4/28/14,1:46:00 PM,13,Tampa Day School,,,PARK,32.5,30.6,7.9,,40,0.3,21.7,,,,,,
214,6,Crystal River,28.895042,-82.595045,4/29/14,9:45:00 AM,14,Montomery,,CLOUDY,RESIDENTIAL,15.4,24.2,6.5,7.54,26.9,0.2,71.2,,,,,3,SW
215,7,Rainbow River,29.086979,-82.428682,4/29/14,9:45:00 AM,14,Montomery,,CLOUDY,PARK,1.6,24.3,7.9,,31,0.2,54.1,,,,,,
216,2,Fort De Soto North Beach,27.635809,-82.738715,5/2/14,11:00:00 AM,17,Plato Academy Clearwater,,STORMY,PARK,17.5,25.7,7.2,,25,36.7,77.7,,,,13,15,SE
217,3,Fort De Soto East Beach,27.624233,-82.707601,5/5/14,12:30:00 PM,18,Saint Cecelia Interparochial School,,CLEAR,PARK,20.3,26.5,8.4,,27.1,36.3,56.1,8.5,Rubber,Pinfish,15,0,
218,3,Fort De Soto East Beach,27.624233,-82.707601,5/5/14,11:45:00 AM,18,Saint Cecelia Interparochial School,,CLEAR,PARK,13.1,26.7,8.8,,26.2,37.1,57.1,12,Plastic,,14,0,
219,3,Fort De Soto East Beach,27.624233,-82.707601,5/6/14,11:15:00 AM,9,New Heights Elementary,,CLEAR,PARK,,26.1,7.5,,26.6,36.2,61.8,3,Plastic,Pinfish,26,5,E
220,3,Fort De Soto East Beach,27.624233,-82.707601,5/6/14,10:30:00 AM,9,New Heights Elementary,,CLEAR,PARK,16.7,26.4,7.6,,28.6,35,76,4,Cigarette Butts,Pinfish,21,0,
221,3,Fort De Soto East Beach,27.624233,-82.707601,5/7/14,2:15:00 PM,20,Plato Academy Tarpon Springs,,CLEAR,PARK,20.5,28.3,,,30.1,35.2,80.7,7,Cigarette Butts,Planehead Filefish,18,8,
222,3,Fort De Soto East Beach,27.624233,-82.707601,5/7/14,1:15:00 PM,20,Plato Academy Tarpon Springs,,CLEAR,PARK,16.3,28.4,,,29.6,35.5,79,12,Plastic,,15,0,
223,3,Fort De Soto East Beach,27.624233,-82.707601,5/8/14,12:30:00 PM,31,Clearwater Academy,,CLEAR,PARK,41,26.9,,,28,35.1,76.7,2,Plastic,Arrow Shrimp,15,6,SSE
224,3,Fort De Soto East Beach,27.624233,-82.707601,5/9/14,11:15:00 AM,20,Plato Academy Tarpon Springs,,CLEAR,PARK,22.4,27.4,7.9,,28.3,33.6,71.2,6,,,23,9,
225,5,Sweetwater Organic Farm,27.999183,-82.560341,5/14/14,11:00:00 AM,15,Terrace Community Middle School,,PARTLY CLOUDY,AGRICULTURAL,5.7,27.2,6.7,7.61,31.1,0,20,,,,,0,
226,5,Sweetwater Organic Farm,27.999183,-82.560341,5/14/14,8:30:00 AM,15,Terrace Community Middle School,,PARTLY CLOUDY,AGRICULTURAL,12.5,26,7.2,7.11,27.7,0,29,,,,,0,
227,4,Myakka River,27.264133,-82.288457,5/15/14,12:30:00 PM,15,Terrace Community Middle School,,STORMY,PARK,20.5,29.1,7.7,6.35,31.5,0,18.2,,,,,10,
228,4,Myakka River,27.264133,-82.288457,5/15/14,10:30:00 AM,15,Terrace Community Middle School,,STORMY,PARK,9.8,29,7.5,6.69,30,0,19.5,,,,,10,
229,2,Fort De Soto North Beach,27.635809,-82.738715,5/16/14,1:00:00 PM,15,Terrace Community Middle School,,PARTLY CLOUDY,PARK,40.1,27.1,9.4,8.6,25.5,36.1,,3,Plastic,Pinfish,17,16,NNE
230,2,Fort De Soto North Beach,27.635809,-82.738715,5/16/14,12:00:00 PM,15,Terrace Community Middle School,,PARTLY CLOUDY,PARK,32.1,26.9,8.8,8.15,23.3,35.3,,6,Cigarette Butts,Pinfish,21,20,
231,10,"Myakka, Little Manatee River Pond",27.24611,-82.307454,5/19/14,7:15:00 PM,32,Lakeland Montessori Middle School,,clear,PARK,46.6,27.4,,6.7,27.6,18,13.5,,,,,2,
232,10,"Myakka, Little Manatee River Pond",27.24611,-82.307454,5/19/14,12:00:00 PM,32,Lakeland Montessori Middle School,,CLEAR,PARK,36.2,28,,6.52,30.3,17.8,11.3,,,,,2,
233,4,Myakka River,27.264133,-82.288457,5/19/14,7:00:00 PM,32,Lakeland Montessori Middle School,,PARTLY CLOUDY,PARK,19.1,30.2,8.8,7.5,32.3,0.1,18.5,,,,,10,
234,4,Myakka River,27.264133,-82.288457,5/19/14,12:00:00 PM,32,Lakeland Montessori Middle School,,CLEAR,PARK,21.5,28.1,8.8,6.9,32.7,0.1,13.7,,,,,10,
235,3,Fort De Soto East Beach,27.624233,-82.707601,5/20/14,1:45:00 PM,32,Lakeland Montessori Middle School,,CLEAR,PARK,24.3,27.7,8.3,8.24,30.3,35.3,25.6,4.5,Plastic,Pinfish,15,5,
236,3,Fort De Soto East Beach,27.624233,-82.707601,5/20/14,12:40:00 PM,32,Lakeland Montessori Middle School,,PARTLY CLOUDY,PARK,16.8,26.8,10.2,8.2,28.4,35.6,28.2,4,Plastic,Pinfish,13,6,
237,6,Crystal River,28.895042,-82.595045,5/21/14,10:15:00 AM,32,Lakeland Montessori Middle School,,CLEAR,RESIDENTIAL,17.7,24.4,9.3,7.1,26.2,0.3,18.7,,,,,0,
238,3,Fort De Soto East Beach,27.624233,-82.707601,5/22/14,12:30:00 PM,33,Brooks DeBartolo Collegiate,,CLEAR,PARK,33.4,27.7,9.3,8.67,27.3,34.3,16.5,1,Cigarette Butts,Arrow Shrimp,28,7,SW
239,3,Fort De Soto East Beach,27.624233,-82.707601,5/23/14,1:15:00 PM,22,Learning Gate Community School,,CLEAR,PARK,4.4,28.4,9.8,,30.8,35.7,18,5.5,Cigarette Butts,Pinfish,18,0.5,
240,3,Fort De Soto East Beach,27.624233,-82.707601,5/23/14,11:15:00 AM,22,Learning Gate Community School,,CLEAR,PARK,1.9,27.4,9.8,,29.1,35.5,17.5,2,Cigarette Butts,Pinfish,12,5,
241,3,Fort De Soto East Beach,27.624233,-82.707601,5/23/14,12:30:00 PM,22,Learning Gate Community School,,CLEAR,PARK,4.2,29.6,8.7,,31,35.1,19,13.75,Cigarette Butts,Pinfish,12,5,
242,3,Fort De Soto East Beach,27.624233,-82.707601,5/27/14,12:00:00 PM,23,Academie Da Vinci,,CLEAR,PARK,30,29.2,8.7,,29.6,34.6,75.9,27,,Pinfish,21,7,
243,3,Fort De Soto East Beach,27.624233,-82.707601,5/29/14,1:30:00 PM,19,Plato Academy Seminole,,PARTLY CLOUDY,PARK,23.5,29.7,8.3,,30,37.8,78.6,16,Plastic,Pinfish,14,5,
244,3,Fort De Soto East Beach,27.624233,-82.707601,5/29/14,1:30:00 PM,19,Plato Academy Seminole,,PARTLY CLOUDY,PARK,16.6,29,7.3,,30,36.9,80,13,Cigarette Butts,Striped Hermit Crab,15,6,SSE
245,3,Fort De Soto East Beach,27.624233,-82.707601,5/30/14,11:15:00 AM,24,Plato Academy Largo,,PARTLY CLOUDY,PARK,14.2,28.7,7.7,,29.8,37,79.2,18,Plastic,Pinfish,16,7,
246,3,Fort De Soto East Beach,27.624233,-82.707601,5/31/14,11:00:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,3.3,31.3,4.5,8.47,31.5,36.7,13,5,Cigarette Butts,Barnacles,16,5,SSE
247,3,Fort De Soto East Beach,27.624233,-82.707601,6/6/14,12:00:00 PM,3,WS HAB,,PARTLY CLOUDY,PARK,14,30.6,6.5,8.47,31.5,35.7,72.1,1,Cigarette Butts,Pinfish,31,5,SSE
248,3,Fort De Soto East Beach,27.624233,-82.707601,6/9/14,1:08:00 PM,4,WS SIM,,CLOUDY,PARK,,31,6.5,8.68,32.1,36.1,,,,Pinfish,16,,
249,3,Fort De Soto East Beach,27.624233,-82.707601,6/10/14,10:50:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,3.3,31.3,4.5,8.47,31.5,36.7,13,,,,26,5,SSE
250,2,Fort De Soto North Beach,27.635809,-82.738715,6/11/14,11:17:00 AM,3,WS HAB,,CLOUDY,PARK,3.2,30.2,4.9,8.66,30.4,36.9,75.6,,,,32,,
251,1,Coquina Bayside,27.448247,-82.68879,6/17/14,11:00:00 AM,2,Migrant Head Start,,CLEAR,PARK,21.2,30.1,6.5,,29.2,38.1,72.7,18,Cigarette Butts,Pinfish,32,7,
252,1,Coquina Bayside,27.448247,-82.68879,6/17/14,10:30:00 AM,2,Migrant Head Start,,CLEAR,PARK,7.7,29.9,6.3,,28.3,38,79.6,13,Cigarette Butts,Pinfish,18,5,
253,1,Coquina Bayside,27.448247,-82.68879,6/18/14,11:30:00 AM,2,Migrant Head Start,,,PARK,,,,,,,,22.5,Plastic,Grass Shrimp,36,,
254,3,Fort De Soto East Beach,27.624233,-82.707601,6/18/14,12:00:00 PM,3,WS HAB,,,PARK,,,,,,,,2,Bottle Caps,Pinfish,19,,
255,4,Myakka River,27.264133,-82.288457,6/19/14,12:00:00 PM,2,Migrant Head Start,,CLEAR,PARK,10,29.9,6.1,7.68,31.6,0.4,52.8,,,,,3,
256,4,Myakka River,27.264133,-82.288457,6/19/14,10:30:00 AM,2,Migrant Head Start,,CLEAR,PARK,26.3,28.3,5.9,,30.1,0.5,64.2,,,,,0,
257,4,Myakka River,27.264133,-82.288457,6/19/14,10:00:00 AM,2,Migrant Head Start,,PARTLY CLOUDY,PARK,,30.8,6,,35.6,0.1,,,,,,1,
258,3,Fort De Soto East Beach,27.624233,-82.707601,6/20/14,,3,WS HAB,,,PARK,,,,,,,,,,Pinfish,32,,
259,3,Fort De Soto East Beach,27.624233,-82.707601,6/21/14,,4,WS SIM,,,PARK,,,,,,,,,,Grass Shrimp,25,,
260,3,Fort De Soto East Beach,27.624233,-82.707601,6/25/14,,3,WS HAB,,,PARK,,,,,,,,,,Grass Shrimp,28,,
261,3,Fort De Soto East Beach,27.624233,-82.707601,6/26/14,,4,WS SIM,,,PARK,,,,,,,,,,Pinfish,32,,
262,1,Coquina Bayside,27.448247,-82.68879,8/7/14,11:00:00 AM,50,IMG Academy,,CLEAR,PARK,,28.42,6.01,8.23,29.31,35.9,,3,Plastic,Gulf Shrimp,15,,
263,1,Coquina Bayside,27.448247,-82.68879,9/15/14,12:30:00 PM,118,Abel Elementary School,,CLEAR,PARK,,31.7,15.6,8,30.4,38.4,0.5,8,Cigarette Butts,Gulf Shrimp,17,,
264,1,Coquina Bayside,27.448247,-82.68879,9/15/14,1:00:00 PM,118,Abel Elementary School,,CLEAR,PARK,,31.8,15.6,8,27.2,38.2,0.5,11,Plastic,Gulf Shrimp,16,,
265,1,Coquina Bayside,27.448247,-82.68879,9/16/14,12:00:00 PM,118,Abel Elementary School,,CLEAR,PARK,,30.6,10,,31.7,37.2,0.5,3.5,Cigarette Butts,Gulf Shrimp,17,,
266,1,Coquina Bayside,27.448247,-82.68879,9/16/14,11:40:00 AM,118,Abel Elementary School,,CLEAR,PARK,,30.2,7.8,8,31,37.4,0.5,12,Cigarette Butts,Gulf Shrimp,17,,
267,1,Coquina Bayside,27.448247,-82.68879,9/18/14,12:00:00 PM,102,Bashaw Elementary,,CLEAR,PARK,,29.6,9.3,8,29.2,37.8,0,4,Cigarette Butts,Gulf Shrimp,14,0,
268,3,Fort De Soto East Beach,27.624233,-82.707601,9/19/14,10:40:00 AM,5,Real Life Christian Academy,,RAIN,PARK,,27.6,6.4,8,26.8,36.1,0.5,4,Cigarette Butts,,12,,
269,1,Coquina Bayside,27.448247,-82.68879,9/25/14,11:40:00 AM,103,Samoset Elementary,,PARTLY CLOUDY,PARK,,26.4,10.8,8,27.1,38.7,0.5,3,Cigarette Butts,Gulf Shrimp,10,,
270,1,Coquina Bayside,27.448247,-82.68879,9/26/14,12:20:00 PM,103,Samoset Elementary,,PARTLY CLOUDY,PARK,,26.5,11,,26,38.7,0.5,1,Cigarette Butts,Gulf Shrimp,10,9,NW
271,1,Coquina Bayside,27.448247,-82.68879,9/26/14,11:45:00 AM,103,Samoset Elementary,,PARTLY CLOUDY,PARK,,29.2,11,8,28.9,38.3,0.5,1,Cigarette Butts,Gulf Shrimp,11,9,NW
272,1,Coquina Bayside,27.448247,-82.68879,9/26/14,12:30:00 PM,103,Samoset Elementary,,PARTLY CLOUDY,PARK,,28.9,12.2,8,28.6,38.4,0.5,4,Cigarette Butts,Gulf Shrimp,10,9,NW
273,1,Coquina Bayside,27.448247,-82.68879,9/29/14,12:05:00 PM,118,Abel Elementary School,,PARTLY CLOUDY,PARK,,30.6,,7.5,36,35.5,0.5,1.5,Cigarette Butts,Gulf Shrimp,15,12,
274,1,Coquina Bayside,27.448247,-82.68879,9/29/14,12:45:00 PM,104,McNeal Elementary,,PARTLY CLOUDY,PARK,,30,,8,30.4,36.1,0.25,4.5,Cigarette Butts,,13,12,
275,1,Coquina Bayside,27.448247,-82.68879,9/30/14,10:50:00 AM,118,Abel Elementary School,,RAIN,PARK,,28.8,,8,29,37.3,0.25,,,Gulf Shrimp,9,8,
276,1,Coquina Bayside,27.448247,-82.68879,10/1/14,11:45:00 AM,118,Abel Elementary School,,CLEAR,PARK,,29.9,,8,30.5,36.2,0.5,1.5,Cigarette Butts,Gulf Shrimp,11,,
277,1,Coquina Bayside,27.448247,-82.68879,10/1/14,12:30:00 PM,118,Abel Elementary School,,CLEAR,PARK,,30,,7,31,36.5,0.25,3.5,Cigarette Butts,Gulf Shrimp,14,,
278,1,Coquina Bayside,27.448247,-82.68879,10/2/14,11:40:00 AM,118,Abel Elementary School,,CLEAR,PARK,,29.6,,8,29.1,35.2,0,3.5,Cigarette Butts,Gulf Shrimp,17,,
